m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
14, 14, 1, 14, 1, 14, 18.050652
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.478261
4, 4, 4, 1, 1, 4, 13.333333
6, 6, 6, 1, 1, 6, 27.870968
8, 8, 8, 1, 1, 8, 50.196079
10, 10, 10, 1, 1, 10, 65.934067
12, 12, 12, 1, 1, 12, 82.877701
14, 14, 14, 1, 1, 14, 107.643021
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 3.392226
4, 4, 1, 4, 4, 1, 13.241379
6, 6, 1, 6, 6, 1, 27.255520
8, 8, 1, 8, 8, 1, 48.301884
10, 10, 1, 10, 10, 1, 63.660477
12, 12, 1, 12, 12, 1, 81.509438
14, 14, 1, 14, 14, 1, 106.909088
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 2.766571
4, 4, 8, 4, 4, 2, 7.485380
6, 6, 12, 6, 6, 2, 10.759651
8, 8, 16, 8, 8, 2, 12.853557
10, 10, 20, 10, 10, 2, 14.076246
12, 12, 24, 12, 12, 2, 14.163934
14, 14, 28, 14, 14, 2, 14.938075
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.404255
4, 2, 2, 1, 1, 2, 6.784452
6, 2, 2, 1, 1, 2, 10.140845
8, 2, 2, 1, 1, 2, 13.195876
10, 2, 2, 1, 1, 2, 15.686275
12, 2, 2, 1, 1, 2, 18.885244
14, 2, 2, 1, 1, 2, 22.400000
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.478261
2, 4, 4, 1, 1, 4, 6.931408
2, 6, 6, 1, 1, 6, 10.397112
2, 8, 8, 1, 1, 8, 13.714286
2, 10, 10, 1, 1, 10, 16.608997
2, 12, 12, 1, 1, 12, 19.264215
2, 14, 14, 1, 1, 14, 23.092785
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 2.782609
4, 4, 4, 1, 4, 1, 8.552339
6, 6, 6, 1, 6, 1, 13.500000
8, 8, 8, 1, 8, 1, 17.066668
10, 10, 10, 1, 10, 1, 19.688269
12, 12, 12, 1, 12, 1, 19.726027
14, 14, 14, 1, 14, 1, 20.915962
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 2.790698
4, 4, 1, 4, 1, 4, 7.191011
6, 6, 1, 6, 1, 6, 9.942462
8, 8, 1, 8, 1, 8, 16.236786
10, 10, 1, 10, 1, 10, 18.475750
12, 12, 1, 12, 1, 12, 18.560688
14, 14, 1, 14, 1, 14, 17.967915
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.344948
4, 4, 4, 1, 1, 4, 13.105803
6, 6, 6, 1, 1, 6, 27.428572
8, 8, 8, 1, 1, 8, 48.150471
10, 10, 10, 1, 1, 10, 59.259258
12, 12, 12, 1, 1, 12, 83.076920
14, 14, 14, 1, 1, 14, 106.909088
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 3.310345
4, 4, 1, 4, 4, 1, 13.150684
6, 6, 1, 6, 6, 1, 27.341770
8, 8, 1, 8, 8, 1, 48.150471
10, 10, 1, 10, 10, 1, 62.992126
12, 12, 1, 12, 12, 1, 80.747665
14, 14, 1, 14, 14, 1, 107.397255
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 2.742857
4, 4, 8, 4, 4, 2, 7.328244
6, 6, 12, 6, 6, 2, 10.640394
8, 8, 16, 8, 8, 2, 12.778703
10, 10, 20, 10, 10, 2, 14.167650
12, 12, 24, 12, 12, 2, 14.111883
14, 14, 28, 14, 14, 2, 14.928595
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.392226
4, 2, 2, 1, 1, 2, 6.760564
6, 2, 2, 1, 1, 2, 9.931034
8, 2, 2, 1, 1, 2, 13.150684
10, 2, 2, 1, 1, 2, 16.107382
12, 2, 2, 1, 1, 2, 18.947369
14, 2, 2, 1, 1, 2, 22.400000
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.392226
2, 4, 4, 1, 1, 4, 6.597938
2, 6, 6, 1, 1, 6, 9.896908
2, 8, 8, 1, 1, 8, 13.195876
2, 10, 10, 1, 1, 10, 16.000000
2, 12, 12, 1, 1, 12, 18.947369
2, 14, 14, 1, 1, 14, 22.550335
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 2.615804
4, 4, 4, 1, 4, 1, 6.906475
6, 6, 6, 1, 6, 1, 10.978399
8, 8, 8, 1, 8, 1, 13.800540
10, 10, 10, 1, 10, 1, 15.883521
12, 12, 12, 1, 12, 1, 15.985199
14, 14, 14, 1, 14, 1, 18.770950
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 2.750716
4, 4, 1, 4, 1, 4, 7.342257
6, 6, 1, 6, 1, 6, 9.885584
8, 8, 1, 8, 1, 8, 15.884178
10, 10, 1, 10, 1, 10, 18.942383
12, 12, 1, 12, 1, 12, 18.813282
14, 14, 1, 14, 1, 14, 19.890062
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.465704
4, 4, 4, 1, 1, 4, 13.426573
6, 6, 6, 1, 1, 6, 27.692308
8, 8, 8, 1, 1, 8, 49.073483
10, 10, 10, 1, 1, 10, 64.864868
12, 12, 12, 1, 1, 12, 78.013542
14, 14, 14, 1, 1, 14, 102.932167
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 3.276451
4, 4, 1, 4, 4, 1, 13.241379
6, 6, 1, 6, 6, 1, 27.428572
8, 8, 1, 8, 8, 1, 45.988026
10, 10, 1, 10, 10, 1, 55.684456
12, 12, 1, 12, 12, 1, 80.185616
14, 14, 1, 14, 14, 1, 102.707428
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 2.711864
4, 4, 8, 4, 4, 2, 7.470817
6, 6, 12, 6, 6, 2, 10.759651
8, 8, 16, 8, 8, 2, 12.683733
10, 10, 20, 10, 10, 2, 14.035088
12, 12, 24, 12, 12, 2, 14.140753
14, 14, 28, 14, 14, 2, 14.985664
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.380282
4, 2, 2, 1, 1, 2, 6.784452
6, 2, 2, 1, 1, 2, 9.965398
8, 2, 2, 1, 1, 2, 13.568905
10, 2, 2, 1, 1, 2, 16.053513
12, 2, 2, 1, 1, 2, 19.393940
14, 2, 2, 1, 1, 2, 22.400000
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.356643
2, 4, 4, 1, 1, 4, 6.597938
2, 6, 6, 1, 1, 6, 10.105263
2, 8, 8, 1, 1, 8, 13.241379
2, 10, 10, 1, 1, 10, 15.789474
2, 12, 12, 1, 1, 12, 19.459459
2, 14, 14, 1, 1, 14, 22.032785
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 2.815249
4, 4, 4, 1, 4, 1, 8.514412
6, 6, 6, 1, 6, 1, 13.521128
8, 8, 8, 1, 8, 1, 17.066668
10, 10, 10, 1, 10, 1, 19.672131
12, 12, 12, 1, 12, 1, 19.827883
14, 14, 14, 1, 14, 1, 20.722467
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 2.823529
4, 4, 1, 4, 1, 4, 7.398844
6, 6, 1, 6, 1, 6, 10.922882
8, 8, 1, 8, 1, 8, 16.100630
10, 10, 1, 10, 1, 10, 18.504240
12, 12, 1, 12, 1, 12, 16.355892
14, 14, 1, 14, 1, 14, 18.275057
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.356643
4, 4, 4, 1, 1, 4, 13.195876
6, 6, 6, 1, 1, 6, 27.781351
8, 8, 8, 1, 1, 8, 48.454258
10, 10, 10, 1, 1, 10, 64.516129
12, 12, 12, 1, 1, 12, 84.292679
14, 14, 14, 1, 1, 14, 107.889908
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 3.368421
4, 4, 1, 4, 4, 1, 13.195876
6, 6, 1, 6, 6, 1, 27.515924
8, 8, 1, 8, 8, 1, 48.454258
10, 10, 1, 10, 10, 1, 64.690025
12, 12, 1, 12, 12, 1, 82.090256
14, 14, 1, 14, 14, 1, 108.387100
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 2.742857
4, 4, 8, 4, 4, 2, 7.384615
6, 6, 12, 6, 6, 2, 10.627306
8, 8, 16, 8, 8, 2, 12.885906
10, 10, 20, 10, 10, 2, 14.043300
12, 12, 24, 12, 12, 2, 14.088870
14, 14, 28, 14, 14, 2, 14.976123
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.453238
4, 2, 2, 1, 1, 2, 6.666667
6, 2, 2, 1, 1, 2, 10.105263
8, 2, 2, 1, 1, 2, 13.150684
10, 2, 2, 1, 1, 2, 15.737704
12, 2, 2, 1, 1, 2, 19.200001
14, 2, 2, 1, 1, 2, 22.779661
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.404255
2, 4, 4, 1, 1, 4, 6.643599
2, 6, 6, 1, 1, 6, 9.863013
2, 8, 8, 1, 1, 8, 13.241379
2, 10, 10, 1, 1, 10, 15.789474
2, 12, 12, 1, 1, 12, 18.762215
2, 14, 14, 1, 1, 14, 21.818182
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 3.057325
4, 4, 4, 1, 4, 1, 7.868853
6, 6, 6, 1, 6, 1, 12.668622
8, 8, 8, 1, 8, 1, 15.900620
10, 10, 10, 1, 10, 1, 18.306635
12, 12, 12, 1, 12, 1, 18.590639
14, 14, 14, 1, 14, 1, 20.925266
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 2.735043
4, 4, 1, 4, 1, 4, 7.328244
6, 6, 1, 6, 1, 6, 9.840547
8, 8, 1, 8, 1, 8, 16.168421
10, 10, 1, 10, 1, 10, 18.461538
12, 12, 1, 12, 1, 12, 18.132214
14, 14, 1, 14, 1, 14, 18.071455
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.356643
4, 4, 4, 1, 1, 4, 13.287197
6, 6, 6, 1, 1, 6, 28.051949
8, 8, 8, 1, 1, 8, 49.548389
10, 10, 10, 1, 1, 10, 65.040649
12, 12, 12, 1, 1, 12, 83.680389
14, 14, 14, 1, 1, 14, 109.141533
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 3.333333
4, 4, 1, 4, 4, 1, 13.241379
6, 6, 1, 6, 6, 1, 27.255520
8, 8, 1, 8, 8, 1, 48.454258
10, 10, 1, 10, 10, 1, 63.829784
12, 12, 1, 12, 12, 1, 82.877701
14, 14, 1, 14, 14, 1, 107.889908
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 2.750716
4, 4, 8, 4, 4, 2, 7.603960
6, 6, 12, 6, 6, 2, 11.006370
8, 8, 16, 8, 8, 2, 13.039049
10, 10, 20, 10, 10, 2, 14.294223
12, 12, 24, 12, 12, 2, 14.430062
14, 14, 28, 14, 14, 2, 15.287618
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.503650
4, 2, 2, 1, 1, 2, 6.760564
6, 2, 2, 1, 1, 2, 10.249110
8, 2, 2, 1, 1, 2, 13.568905
10, 2, 2, 1, 1, 2, 16.000000
12, 2, 2, 1, 1, 2, 19.459459
14, 2, 2, 1, 1, 2, 22.935154
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.529412
2, 4, 4, 1, 1, 4, 6.736842
2, 6, 6, 1, 1, 6, 10.322580
2, 8, 8, 1, 1, 8, 13.473684
2, 10, 10, 1, 1, 10, 15.335464
2, 12, 12, 1, 1, 12, 19.591837
2, 14, 14, 1, 1, 14, 22.550335
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 2.424242
4, 4, 4, 1, 4, 1, 6.173634
6, 6, 6, 1, 6, 1, 9.784824
8, 8, 8, 1, 8, 1, 12.337349
10, 10, 10, 1, 10, 1, 14.234876
12, 12, 12, 1, 12, 1, 15.977809
14, 14, 14, 1, 14, 1, 18.696342
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 2.766571
4, 4, 1, 4, 1, 4, 7.286527
6, 6, 1, 6, 1, 6, 10.575275
8, 8, 1, 8, 1, 8, 15.705523
10, 10, 1, 10, 1, 10, 18.662519
12, 12, 1, 12, 1, 12, 18.392761
14, 14, 1, 14, 1, 14, 17.947348
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.490909
4, 4, 4, 1, 1, 4, 13.521128
6, 6, 6, 1, 1, 6, 27.870968
8, 8, 8, 1, 1, 8, 49.389069
10, 10, 10, 1, 1, 10, 64.516129
12, 12, 12, 1, 1, 12, 77.142860
14, 14, 14, 1, 1, 14, 102.483658
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 3.392226
4, 4, 1, 4, 4, 1, 13.195876
6, 6, 1, 6, 6, 1, 27.084641
8, 8, 1, 8, 8, 1, 48.301884
10, 10, 1, 10, 10, 1, 64.171127
12, 12, 1, 12, 12, 1, 81.126762
14, 14, 1, 14, 14, 1, 108.137932
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 2.750716
4, 4, 8, 4, 4, 2, 7.514678
6, 6, 12, 6, 6, 2, 10.666667
8, 8, 16, 8, 8, 2, 12.800000
10, 10, 20, 10, 10, 2, 14.018692
12, 12, 24, 12, 12, 2, 14.158132
14, 14, 28, 14, 14, 2, 14.957074
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.465704
4, 2, 2, 1, 1, 2, 6.643599
6, 2, 2, 1, 1, 2, 9.931034
8, 2, 2, 1, 1, 2, 13.241379
10, 2, 2, 1, 1, 2, 15.789474
12, 2, 2, 1, 1, 2, 19.200001
14, 2, 2, 1, 1, 2, 22.626263
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.356643
2, 4, 4, 1, 1, 4, 6.442953
2, 6, 6, 1, 1, 6, 9.931034
2, 8, 8, 1, 1, 8, 13.150684
2, 10, 10, 1, 1, 10, 15.841583
2, 12, 12, 1, 1, 12, 18.701300
2, 14, 14, 1, 1, 14, 21.960785
